condition,sex,subject,leg,fibre_area,circularity
Condition A,M,5,Left,1364.105,0.796639072
Condition A,M,5,Left,903.7,0.86382897
Condition A,M,5,Left,1960.609,0.850729367
Condition A,M,5,Left,580.561,0.863970588
Condition A,M,5,Left,1441.876,0.838874766
Condition A,M,5,Left,1952.054,0.788649037
Condition A,M,5,Left,650.555,0.847282344
Condition A,M,5,Left,760.601,0.75671008
Condition A,M,5,Left,2396.516,0.849655405
Condition A,M,5,Left,2061.323,0.651029987
Condition A,M,5,Left,787.043,0.892709271
Condition A,M,5,Left,567.729,0.864766051
Condition A,M,5,Left,1416.989,0.8125871
Condition A,M,5,Left,2104.875,0.822116631
Condition A,M,5,Left,2029.048,0.80946007
Condition A,M,5,Left,1945.444,0.723210794
Condition A,M,5,Left,1449.653,0.846368402
Condition A,M,5,Left,1683.355,0.753249345
Condition A,M,5,Left,561.896,0.770005437
Condition A,M,5,Left,1500.204,0.845076862
Condition A,M,5,Left,1965.276,0.908779475
Condition A,M,5,Left,622.558,0.881738117
Condition A,M,5,Left,998.97,0.885723154
Condition A,M,5,Left,778.877,0.845909635
Condition A,M,5,Left,2111.485,0.896710833
Condition A,M,5,Left,899.812,0.838474583
Condition A,M,5,Left,2115.374,0.863500554
Condition A,M,5,Left,1087.629,0.87710949
Condition A,M,5,Left,582.117,0.798099028
Condition A,M,5,Left,1957.11,0.873607554
Condition A,M,5,Left,706.939,0.899331558
Condition A,M,5,Left,931.698,0.927311331
Condition A,M,5,Left,1653.025,0.918438562
Condition A,M,5,Left,1730.407,0.825351052
Condition A,M,5,Left,989.248,0.81014536
Condition A,M,5,Left,1871.173,0.795653312
Condition A,M,5,Left,2382.129,0.885594811
Condition A,M,5,Left,2226.586,0.908131351
Condition A,M,5,Left,650.944,0.937663328
Condition A,M,5,Left,1507.204,0.875892584
Condition A,M,5,Left,1357.494,0.853919814
Condition A,M,5,Left,556.841,0.845405437
Condition A,M,5,Left,2430.347,0.84261126
Condition A,M,5,Left,2242.529,0.848510542
Condition A,M,5,Left,804.542,0.954416155
Condition A,M,5,Left,1750.627,0.874218574
Condition A,M,5,Left,580.561,0.902261273
Condition A,M,5,Left,2048.102,0.859400083
Condition A,M,5,Left,2091.265,0.731606738
Condition A,M,5,Left,2230.475,0.909582775
Condition A,M,5,Left,2571.112,0.862864587
Condition A,M,5,Left,1912.391,0.860958068
Condition A,M,5,Left,2260.028,0.895390121
Condition A,M,5,Left,721.327,0.934691826
Condition A,M,5,Left,2155.815,0.892642049
Condition A,M,5,Left,2351.409,0.875354546
Condition A,M,5,Left,2489.842,0.838239433
Condition A,M,5,Left,1995.217,0.897440386
Condition A,M,5,Left,2487.12,0.908339311
Condition A,M,5,Left,863.259,0.885699091
Condition A,M,5,Left,1575.253,0.950808298
Condition A,M,5,Left,1070.519,0.897519958
Condition A,M,5,Left,2082.71,0.809942587
Condition A,M,5,Left,1359.828,0.74422922
Condition A,M,5,Left,680.497,0.848312458
Condition A,M,5,Left,1004.803,0.655049008
Condition A,M,5,Left,2119.262,0.851850035
Condition A,M,5,Left,793.265,0.915546456
Condition A,M,5,Left,1670.912,0.944143638
Condition A,M,5,Left,2108.374,0.839015244
Condition A,M,5,Left,1461.708,0.887050129
Condition A,M,5,Left,1578.753,0.800799626
Condition A,M,5,Left,2172.924,0.825050815
Condition A,M,5,Left,1780.18,0.881746881
Condition A,M,5,Left,1838.12,0.953235315
Condition A,M,5,Left,856.26,0.882229094
Condition A,M,5,Left,922.754,0.878116676
Condition A,M,5,Left,2204.033,0.899537548
Condition A,M,5,Left,1708.242,0.905235158
Condition A,M,5,Left,2621.664,0.921580828
Condition A,M,5,Left,1304.999,0.822492013
Condition A,M,5,Left,2419.07,0.858271545
Condition A,M,5,Left,790.543,0.767641874
Condition A,M,5,Left,1267.669,0.893318235
Condition A,M,5,Left,2089.709,0.769957322
Condition A,M,5,Left,3117.454,0.771876784
Condition A,M,5,Left,889.312,0.941829195
Condition A,M,5,Left,2207.921,0.95673595
Condition A,M,5,Left,2570.723,0.871050842
Condition A,M,5,Left,1070.13,0.892478308
Condition A,M,5,Left,869.87,0.752958476
Condition A,M,5,Left,1586.919,0.910342691
Condition A,M,5,Left,2062.101,0.704818041
Condition A,M,5,Left,2271.694,0.880817779
Condition A,M,5,Left,1887.504,0.881167244
Condition A,M,5,Left,2646.55,0.896120029
Condition A,M,5,Left,945.308,0.854893943
Condition A,M,5,Left,848.483,0.864466813
Condition A,M,5,Left,1457.819,0.86364121
Condition A,M,5,Left,1960.609,0.82580526
Condition A,M,5,Right,891.257,0.810172359
Condition A,M,5,Right,2042.269,0.748015838
Condition A,M,5,Right,1453.542,0.842403054
Condition A,M,5,Right,2275.193,0.812847266
Condition A,M,5,Right,597.282,0.864710845
Condition A,M,5,Right,1287.112,0.861354802
Condition A,M,5,Right,1945.444,0.830293888
Condition A,M,5,Right,1751.016,0.914951322
Condition A,M,5,Right,1847.452,0.951571716
Condition A,M,5,Right,1019.968,0.846267051
Condition A,M,5,Right,772.656,0.764873784
Condition A,M,5,Right,1011.024,0.851112004
Condition A,M,5,Right,2181.868,0.820848917
Condition A,M,5,Right,1240.06,0.924249646
Condition A,M,5,Right,701.495,0.787425096
Condition A,M,5,Right,2345.965,0.930649053
Condition A,M,5,Right,1394.825,0.872297274
Condition A,M,5,Right,2215.698,0.776891751
Condition A,M,5,Right,1339.996,0.892636929
Condition A,M,5,Right,1607.14,0.903789217
Condition A,M,5,Right,2916.805,0.833901428
Condition A,M,5,Right,1902.67,0.75742077
Condition A,M,5,Right,1654.191,0.771062005
Condition A,M,5,Right,2997.687,0.748075405
Condition A,M,5,Right,672.72,0.85892554
Condition A,M,5,Right,1687.633,0.698568905
Condition A,M,5,Right,2062.489,0.765114604
Condition A,M,5,Right,1588.086,0.843050303
Condition A,M,5,Right,852.76,0.798958558
Condition A,M,5,Right,686.33,0.913315734
Condition A,M,5,Right,2965.023,0.762962972
Condition A,M,5,Right,954.64,0.830382776
Condition A,M,5,Right,1990.94,0.937839718
Condition A,M,5,Right,1458.208,0.874104572
Condition A,M,5,Right,1881.672,0.831576492
Condition A,M,5,Right,2739.098,0.873462417
Condition A,M,5,Right,930.531,0.867413258
Condition A,M,5,Right,1194.953,0.82196157
Condition A,M,5,Right,1370.716,0.830779758
Condition A,M,5,Right,905.644,0.945535794
Condition A,M,5,Right,1460.152,0.833764581
Condition A,M,5,Right,1758.793,0.883613631
Condition A,M,5,Right,2469.232,0.838298091
Condition A,M,5,Right,1007.913,0.868407461
Condition A,M,5,Right,2113.429,0.906610534
Condition A,M,5,Right,1569.421,0.912868476
Condition A,M,5,Right,1126.125,0.884473864
Condition A,M,5,Right,1005.58,0.936661635
Condition A,M,5,Right,1756.071,0.826292915
Condition A,M,5,Right,1621.916,0.836700169
Condition A,M,5,Right,1789.902,0.903591116
Condition A,M,5,Right,771.489,0.801813067
Condition A,M,5,Right,978.749,0.856419466
Condition A,M,5,Right,1421.267,0.868884832
Condition A,M,5,Right,848.871,0.84841942
Condition A,M,5,Right,1488.15,0.934441023
Condition A,M,5,Right,1233.061,0.819396498
Condition A,M,5,Right,1419.322,0.848016339
Condition A,M,5,Right,1544.534,0.871377993
Condition A,M,5,Right,555.674,0.832215245
Condition A,M,5,Right,690.218,0.907864206
Condition A,M,5,Right,1079.852,0.881113241
Condition A,M,5,Right,2223.087,0.928260153
Condition A,M,5,Right,1490.872,0.956500941
Condition A,M,5,Right,750.491,0.865647831
Condition A,M,5,Right,759.046,0.838515037
Condition A,M,5,Right,668.443,0.917911227
Condition A,M,5,Right,696.051,0.939956129
Condition A,M,5,Right,1130.792,0.817297159
Condition A,M,5,Right,1276.224,0.837170908
Condition A,M,5,Right,1918.224,0.816391352
Condition A,M,5,Right,932.087,0.779789285
Condition A,M,5,Right,1602.473,0.905605988
Condition A,M,5,Right,708.495,0.95707813
Condition A,M,5,Right,1956.332,0.786768673
Condition A,M,5,Right,1045.243,0.844428752
Condition A,M,5,Right,459.238,0.918670167
Condition A,M,5,Right,771.1,0.911040582
Condition A,M,5,Right,1858.729,0.744917951
Condition A,M,5,Right,1162.289,0.776891288
Condition A,M,5,Right,1255.225,0.848551933
Condition A,M,5,Right,577.839,0.805540079
Condition A,M,5,Right,2273.638,0.819468087
Condition A,M,5,Right,2344.41,0.853584912
Condition A,M,5,Right,2977.855,0.843003245
Condition A,M,5,Right,1932.223,0.791171044
Condition A,M,5,Right,1100.072,0.91463092
Condition A,M,5,Right,634.612,0.814763861
Condition A,M,5,Right,733.77,0.872408892
Condition A,M,5,Right,2523.283,0.861845827
Condition A,M,5,Right,778.1,0.846103754
Condition A,M,5,Right,850.816,0.860833819
Condition A,M,5,Right,1083.74,0.903608063
Condition A,M,5,Right,1460.93,0.745633167
Condition A,M,5,Right,1112.515,0.79069439
Condition A,M,5,Right,1328.33,0.873482958
Condition A,M,5,Right,2044.991,0.880882149
Condition A,M,5,Right,2446.29,0.91610266
Condition A,M,5,Right,1238.894,0.884062184
Condition A,M,5,Right,1038.633,0.915253517
Condition A,M,5,Right,1963.72,0.7956253
Condition A,M,5,Right,1202.341,0.72893153
Condition A,M,5,Right,2162.036,0.876722046
Condition A,M,5,Right,1288.667,0.711448547
Condition A,M,5,Right,2232.03,0.793385696
Condition A,M,5,Right,2361.13,0.790024906
Condition A,M,5,Right,1305.388,0.806876871
Condition A,M,5,Right,1519.258,0.835339248
Condition A,M,5,Right,1172.788,0.777985345
Condition A,M,5,Right,1766.959,0.759286905
Condition A,M,5,Right,1755.682,0.789925362
Condition A,M,5,Right,1817.122,0.814836049
Condition A,M,5,Right,1700.076,0.819850306
Condition A,M,5,Right,2223.476,0.795744712
Condition A,M,5,Right,1534.035,0.898191483
Condition A,M,5,Right,922.365,0.852472586
Condition A,M,5,Right,1839.675,0.926238752
Condition A,M,5,Right,3332.491,0.827123046
Condition A,M,5,Right,1939.222,0.858475444
Condition A,M,5,Right,1700.465,0.724337414
Condition A,M,5,Right,1775.514,0.806803915
Condition A,M,5,Right,654.444,0.932314902
Condition A,M,5,Right,1383.159,0.907225814
Condition A,M,5,Right,1649.136,0.884531055
Condition A,M,5,Right,1566.699,0.842923437
Condition A,M,5,Right,869.481,0.82250321
Condition A,M,5,Right,1219.451,0.800634821
Condition A,M,5,Right,682.052,0.871139123
Condition A,M,5,Right,758.268,0.789148559
Condition A,M,5,Right,942.586,0.744056362
Condition A,M,5,Right,1074.019,0.830211319
Condition A,M,5,Right,1362.55,0.738556215
Condition A,M,5,Right,1237.338,0.890505326
Condition A,M,5,Right,1069.741,0.792416621
Condition A,M,5,Right,1663.524,0.706083711
Condition A,M,5,Right,1057.298,0.861390802
Condition A,M,5,Right,1264.558,0.754309543
Condition A,M,5,Right,1498.26,0.927016502
Condition A,M,5,Right,1553.478,0.860929476
Condition A,M,5,Right,1210.896,0.882366002
Condition A,M,5,Right,1394.047,0.792317531
Condition A,M,5,Right,486.847,0.919113019
Condition A,M,5,Right,3364.766,0.938645367
Condition A,M,5,Right,2360.742,0.898724454
Condition A,M,5,Right,1759.571,0.833090858
Condition A,M,5,Right,1018.024,0.817868529
Condition A,M,5,Right,1160.345,0.74172821
Condition A,M,5,Right,1582.253,0.767674954
Condition A,M,5,Right,943.363,0.785513863
Condition A,M,5,Right,1758.793,0.689887874
Condition B,M,20,Left,2472.732,0.82328312
Condition B,M,20,Left,2586.667,0.85331033
Condition B,M,20,Left,921.587,0.786315025
Condition B,M,20,Left,2988.354,0.837075987
Condition B,M,20,Left,2182.646,0.769646682
Condition B,M,20,Left,4118.757,0.905187788
Condition B,M,20,Left,1459.763,0.848565196
Condition B,M,20,Left,4433.73,0.853629632
Condition B,M,20,Left,4242.024,0.849774761
Condition B,M,20,Left,2009.216,0.919102132
Condition B,M,20,Left,1663.135,0.92374864
Condition B,M,20,Left,1240.449,0.794859505
Condition B,M,20,Left,2316.023,0.848182162
Condition B,M,20,Left,1959.054,0.918170386
Condition B,M,20,Left,3028.795,0.869083066
Condition B,M,20,Left,5453.309,0.821894709
Condition B,M,20,Left,1501.371,0.853821207
Condition B,M,20,Left,2128.595,0.838377566
Condition B,M,20,Left,1730.407,0.817776191
Condition B,M,20,Left,953.862,0.674501949
Condition B,M,20,Left,848.871,0.851575875
Condition B,M,20,Left,2389.906,0.787674628
Condition B,M,20,Left,831.762,0.963705423
Condition B,M,20,Left,807.264,0.910137304
Condition B,M,20,Left,3340.268,0.740288856
Condition B,M,20,Left,1702.02,0.741336308
Condition B,M,20,Left,2237.085,0.805266855
Condition B,M,20,Left,1630.471,0.869128583
Condition B,M,20,Left,3292.828,0.899909965
Condition B,M,20,Left,3999.767,0.85758672
Condition B,M,20,Left,4609.493,0.660608362
Condition B,M,20,Left,4085.704,0.790946166
Condition B,M,20,Left,3385.376,0.886603308
Condition B,M,20,Left,790.932,0.84819643
Condition B,M,20,Left,3313.437,0.906116887
Condition B,M,20,Left,2736.376,0.702574919
Condition B,M,20,Left,3075.069,0.777010011
Condition B,M,20,Left,756.324,0.701031999
Condition B,M,20,Left,3528.863,0.821151226
Condition B,M,20,Left,3150.507,0.68071756
Condition B,M,20,Left,2740.653,0.83777883
Condition B,M,20,Left,1920.946,0.886139723
Condition B,M,20,Left,1803.512,0.757389508
Condition B,M,20,Left,3630.743,0.751139882
Condition B,M,20,Left,1464.43,0.927502246
Condition B,M,20,Left,1852.119,0.805669951
Condition B,M,20,Left,2065.6,0.851441475
Condition B,M,20,Left,2076.099,0.765100115
Condition B,M,20,Left,4086.093,0.779123305
Condition B,M,20,Left,3695.293,0.718782272
Condition B,M,20,Left,1551.533,0.77286553
Condition B,M,20,Left,1796.123,0.816168764
Condition B,M,20,Left,2606.887,0.878853855
Condition B,M,20,Left,4817.53,0.812535898
Condition B,M,20,Left,3328.214,0.885525174
Condition B,M,20,Left,2386.017,0.66504642
Condition B,M,20,Left,1644.081,0.809682319
Condition B,M,20,Left,2264.305,0.85692865
Condition B,M,20,Left,1165.4,0.856712645
Condition B,M,20,Left,2135.594,0.867694396
Condition B,M,20,Left,974.472,0.617080358
Condition B,M,20,Left,3635.799,0.778210816
Condition B,M,20,Left,1214.007,0.827873848
Condition B,M,20,Left,2665.993,0.827915017
Condition B,M,20,Left,3524.975,0.831335104
Condition B,M,20,Left,1966.442,0.88878886
Condition B,M,20,Left,4805.865,0.91876348
Condition B,M,20,Left,2391.85,0.769934581
Condition B,M,20,Left,2282.193,0.812382544
Condition B,M,20,Left,1439.543,0.816439521
Condition B,M,20,Left,970.583,0.964484756
Condition B,M,20,Left,1754.905,0.85531731
Condition B,M,20,Left,1756.849,0.801519645
Condition B,M,20,Left,2465.344,0.873547054
Condition B,M,20,Left,2951.413,0.785589249
Condition B,M,20,Left,712.772,0.784480902
Condition B,M,20,Left,1095.406,0.954557027
Condition B,M,20,Left,905.256,0.773272914
Condition B,M,20,Left,2735.987,0.809314222
Condition B,M,20,Left,3481.034,0.941895475
Condition B,M,20,Left,1528.98,0.810893103
Condition B,M,20,Left,3206.113,0.85817193
Condition B,M,20,Left,2081.154,0.803587221
Condition B,M,20,Left,3131.064,0.835167185
Condition B,M,20,Left,2678.048,0.870792457
Condition B,M,20,Left,2870.531,0.914305803
Condition B,M,20,Left,2531.449,0.767651823
Condition B,M,20,Left,1084.907,0.925998364
Condition B,M,20,Left,4472.616,0.828717794
Condition B,M,20,Left,2647.717,0.635076972
Condition B,M,20,Left,1504.093,0.739184906
Condition B,M,20,Left,2713.822,0.666265474
Condition B,M,20,Left,3409.485,0.798580543
Condition B,M,20,Left,2531.06,0.865530659
Condition B,M,20,Left,2368.519,0.918799198
Condition B,M,20,Left,1787.569,0.65950433
Condition B,M,20,Left,2083.099,0.843533285
Condition B,M,20,Left,765.656,0.885887583
Condition B,M,20,Left,1500.982,0.784727071
Condition B,M,20,Left,2895.029,0.844387365
Condition B,M,20,Left,4273.522,0.857110882
Condition B,M,20,Left,1848.619,0.791468083
Condition B,M,20,Left,1531.702,0.784902211
Condition B,M,20,Left,1269.613,0.789296669
Condition B,M,20,Left,896.701,0.848679551
Condition B,M,20,Left,2195.478,0.908314038
Condition B,M,20,Left,850.038,0.803622556
Condition B,M,20,Left,830.984,0.889717519
Condition B,M,20,Left,1216.729,0.922036329
Condition B,M,20,Left,893.59,0.86423595
Condition B,M,20,Left,666.498,0.86596466
Condition B,M,20,Left,1830.732,0.927233303
Condition B,M,20,Left,694.107,0.922942804
Condition B,M,20,Left,2234.752,0.873993215
Condition B,M,20,Left,4152.976,0.93018506
Condition B,M,20,Left,1708.242,0.931813073
Condition B,M,20,Left,2943.636,0.861849872
Condition B,M,20,Left,1124.959,0.831046603
Condition B,M,20,Left,925.476,0.718269773
Condition B,M,20,Left,1124.959,0.843208696
Condition B,M,20,Left,2419.07,0.820747673
Condition B,M,20,Left,1798.845,0.878822591
Condition B,M,20,Left,1602.473,0.808561824
Condition B,M,20,Left,1633.193,0.906009411
Condition B,M,20,Left,1307.332,0.876843306
Condition B,M,20,Left,3099.567,0.785149483
Condition B,M,20,Left,1383.937,0.742444054
Condition B,M,20,Left,3504.754,0.859860336
Condition B,M,20,Left,2547.003,0.943632488
Condition B,M,20,Left,815.041,0.910434481
Condition B,M,20,Left,1702.798,0.889928317
Condition B,M,20,Left,1775.903,0.821399281
Condition B,M,20,Left,2879.086,0.848339169
Condition B,M,20,Left,2360.353,0.753118045
Condition B,M,20,Left,2228.531,0.748830699
Condition B,M,20,Left,1398.713,0.782939326
Condition B,M,20,Left,3851.613,0.893905739
Condition B,M,20,Left,2090.876,0.940298632
Condition B,M,20,Left,2195.478,0.835395267
Condition B,M,20,Left,1916.669,0.839221001
Condition B,M,20,Left,1815.177,0.738827159
Condition B,M,20,Left,1371.493,0.692656622
Condition B,M,20,Left,1318.609,0.791757439
Condition B,M,20,Left,1491.65,0.810619187
Condition B,M,20,Right,1770.07,0.853699638
Condition B,M,20,Right,1808.178,0.87386466
Condition B,M,20,Right,1334.552,0.890384244
Condition B,M,20,Right,1126.903,0.836531433
Condition B,M,20,Right,2726.266,0.875021138
Condition B,M,20,Right,781.988,0.919192495
Condition B,M,20,Right,859.759,0.812544911
Condition B,M,20,Right,816.985,0.861462433
Condition B,M,20,Right,2274.804,0.822555764
Condition B,M,20,Right,2113.818,0.912858229
Condition B,M,20,Right,1457.819,0.878403578
Condition B,M,20,Right,1637.082,0.886129218
Condition B,M,20,Right,1094.239,0.832533281
Condition B,M,20,Right,2319.134,0.840604159
Condition B,M,20,Right,1424.766,0.865641894
Condition B,M,20,Right,1840.842,0.753375545
Condition B,M,20,Right,1475.706,0.830653935
Condition B,M,20,Right,1344.273,0.913635117
Condition B,M,20,Right,1255.614,0.830525725
Condition B,M,20,Right,843.816,0.666808093
Condition B,M,20,Right,1754.905,0.73237172
Condition B,M,20,Right,1654.58,0.928329953
Condition B,M,20,Right,864.815,0.94674539
Condition B,M,20,Right,912.644,0.923389805
Condition B,M,20,Right,1332.219,0.774391833
Condition B,M,20,Right,881.535,0.678587755
Condition B,M,20,Right,848.483,0.883182245
Condition B,M,20,Right,1622.694,0.866664318
Condition B,M,20,Right,1023.856,0.775383483
Condition B,M,20,Right,2027.881,0.869120129
Condition B,M,20,Right,1004.803,0.826737314
Condition B,M,20,Right,1182.509,0.903512514
Condition B,M,20,Right,2536.115,0.852158595
Condition B,M,20,Right,859.759,0.93276377
Condition B,M,20,Right,1509.148,0.844710982
Condition B,M,20,Right,2485.564,0.840492997
Condition B,M,20,Right,1060.798,0.940005108
Condition B,M,20,Right,1088.795,0.962484935
Condition B,M,20,Right,1477.651,0.699552197
Condition B,M,20,Right,1030.467,0.813337411
Condition B,M,20,Right,1915.502,0.844392586
Condition B,M,20,Right,1175.121,0.771284481
Condition B,M,20,Right,987.693,0.834159104
Condition B,M,20,Right,2366.186,0.886414461
Condition B,M,20,Right,2902.028,0.823200965
Condition B,M,20,Right,2062.878,0.831498293
Condition B,M,20,Right,1122.237,0.833144572
Condition B,M,20,Right,2412.459,0.71475748
Condition B,M,20,Right,2623.608,0.833557602
Condition B,M,20,Right,1000.136,0.938218881
Condition B,M,20,Right,921.199,0.749543683
Condition B,M,20,Right,1976.941,0.866480622
Condition B,M,20,Right,1835.398,0.743001085
Condition B,M,20,Right,1578.753,0.922018922
Condition B,M,20,Right,2807.536,0.905227404
Condition B,M,20,Right,2486.342,0.788241014
Condition B,M,20,Right,1245.115,0.890406009
Condition B,M,20,Right,636.945,0.774444382
Condition B,M,20,Right,1081.018,0.923120203
Condition B,M,20,Right,1741.684,0.815346936
Condition B,M,20,Right,2458.733,0.869495393
Condition B,M,20,Right,1413.878,0.839741683
Condition B,M,20,Right,1033.967,0.725464639
Condition B,M,20,Right,2388.35,0.863372482
Condition B,M,20,Right,1315.887,0.756980016
Condition B,M,20,Right,1927.945,0.873934472
Condition B,M,20,Right,2144.927,0.913715564
Condition B,M,20,Right,1086.073,0.923656344
Condition B,M,20,Right,1205.063,0.924591175
Condition B,M,20,Right,1697.743,0.724831283
Condition B,M,20,Right,1810.122,0.873471097
Condition B,M,20,Right,743.881,0.863474953
Condition B,M,20,Right,1780.958,0.871376566
Condition B,M,20,Right,2446.29,0.86029643200000006
Condition B,M,20,Right,1463.652,0.904765311
Condition B,M,20,Right,822.429,0.780293568
Condition B,M,20,Right,804.153,0.786253214
Condition B,M,20,Right,2538.837,0.89290893
Condition B,M,20,Right,2029.437,0.949996812
Condition B,M,20,Right,1160.345,0.897334966
Condition B,M,20,Right,2667.16,0.816295137
Condition B,M,20,Right,747.38,0.884868171
Condition B,M,20,Right,3163.728,0.838778746
Condition B,M,20,Right,1467.152,0.946998797
Condition B,M,20,Right,2672.992,0.861872885
Condition B,M,20,Right,1661.968,0.882982758
Condition B,M,20,Right,1298.388,0.92077619
Condition B,M,20,Right,825.929,0.827865314
Condition B,M,20,Right,1189.898,0.782985206
Condition B,M,20,Right,1184.843,0.749615628
Condition B,M,20,Right,848.483,0.909023828
Condition B,M,20,Right,1656.913,0.790481722
Condition B,M,20,Right,2270.138,0.930915364
Condition B,M,20,Right,854.704,0.918655158
Condition B,M,20,Right,2946.747,0.644896697
Condition B,M,20,Right,1399.491,0.870884723
Condition B,M,20,Right,1557.366,0.84544195
Condition B,M,20,Right,1516.147,0.72328037
Condition B,M,20,Right,2231.253,0.786653173
Condition B,M,20,Right,3616.356,0.846544717
Condition B,M,20,Right,832.54,0.753358954
Condition B,M,20,Right,1003.636,0.872362569
Condition B,M,20,Right,2355.298,0.804159041
Condition B,M,20,Right,3353.878,0.825950747
Condition B,M,20,Right,1651.858,0.822384736
Condition B,M,20,Right,2028.659,0.960788786
Condition B,M,20,Right,1339.218,0.823554162
Condition B,M,20,Right,2828.924,0.90666839
Condition B,M,20,Right,1135.847,0.9199404
Condition B,M,20,Right,1958.665,0.879588542
Condition B,M,20,Right,1217.118,0.890109882
Condition B,M,20,Right,734.159,0.805439531
Condition B,M,20,Right,2085.043,0.91409856
Condition B,M,20,Right,1466.763,0.863015897
Condition B,M,20,Right,1126.514,0.825245874
Condition B,M,20,Right,1016.079,0.875501198
Condition B,M,20,Right,789.377,0.870780119
Condition B,M,20,Right,981.86,0.892213746
Condition B,M,20,Right,1114.46,0.671662676
Condition B,M,20,Right,1013.357,0.844524606
Condition B,M,20,Right,1364.883,0.816469446
Condition B,M,20,Right,1343.884,0.857620052
Condition B,M,20,Right,1112.904,0.931639453
Condition B,M,20,Right,915.755,0.868159146
Condition B,M,20,Right,1520.036,0.84389738
Condition B,M,22,Left,2038.769,0.883698481
Condition B,M,22,Left,1010.247,0.850569286
Condition B,M,22,Left,1744.017,0.863607127
Condition B,M,22,Left,1306.943,0.885435407
Condition B,M,22,Left,771.1,0.924292947
Condition B,M,22,Left,932.864,0.944644497
Condition B,M,22,Left,715.105,0.895911194
Condition B,M,22,Left,2414.404,0.867478577
Condition B,M,22,Left,2206.366,0.905033206
Condition B,M,22,Left,1735.073,0.920110645
Condition B,M,22,Left,1479.984,0.87481294
Condition B,M,22,Left,1198.841,0.886658869
Condition B,M,22,Left,836.039,0.820118368
Condition B,M,22,Left,1018.024,0.820963954
Condition B,M,22,Left,1778.236,0.856968994
Condition B,M,22,Left,1028.912,0.879103245
Condition B,M,22,Left,836.039,0.938467892
Condition B,M,22,Left,720.16,0.885332806
Condition B,M,22,Left,2403.127,0.915384163
Condition B,M,22,Left,1394.436,0.802166284
Condition B,M,22,Left,591.838,0.862188544
Condition B,M,22,Left,645.889,0.792693877
Condition B,M,22,Left,1162.678,0.770808225
Condition B,M,22,Left,2522.117,0.789927761
Condition B,M,22,Left,1612.972,0.791069876
Condition B,M,22,Left,1128.459,0.899184473
Condition B,M,22,Left,1470.651,0.849823561
Condition B,M,22,Left,594.56,0.890220305
Condition B,M,22,Left,1749.072,0.787620448
Condition B,M,22,Left,827.484,0.905151032
Condition B,M,22,Left,823.207,0.820601386
Condition B,M,22,Left,1701.243,0.926224685
Condition B,M,22,Left,1258.725,0.859089933
Condition B,M,22,Left,2855.366,0.917142891
Condition B,M,22,Left,552.952,0.639831617
Condition B,M,22,Left,1754.127,0.840409244
Condition B,M,22,Left,1900.337,0.942137463
Condition B,M,22,Left,1270.78,0.890821326
Condition B,M,22,Left,2383.684,0.74521565
Condition B,M,22,Left,2040.713,0.870294162
Condition B,M,22,Left,1057.298,0.907347147
Condition B,M,22,Left,1104.35,0.835110704
Condition B,M,22,Left,1854.063,0.866072813
Condition B,M,22,Left,2181.479,0.910067975
Condition B,M,22,Left,869.87,0.86152151
Condition B,M,22,Left,1285.945,0.835211397
Condition B,M,22,Left,1133.514,0.848257842
Condition B,M,22,Left,662.221,0.723309916
Condition B,M,22,Left,2687.769,0.940694255
Condition B,M,22,Left,2993.021,0.931341996
Condition B,M,22,Left,1118.348,0.809456778
Condition B,M,22,Left,781.988,0.831415666
Condition B,M,22,Left,871.425,0.833923191
Condition B,M,22,Left,995.081,0.729029319
Condition B,M,22,Left,1542.978,0.823734339
Condition B,M,22,Left,955.418,0.881735004
Condition B,M,22,Left,905.256,0.932896903
Condition B,M,22,Left,1128.07,0.855966962
Condition B,M,22,Left,1273.113,0.880983523
Condition B,M,22,Left,1779.014,0.851007999
Condition B,M,22,Left,2624.386,0.854569189
Condition B,M,22,Left,1456.653,0.811489108
Condition B,M,22,Left,877.258,0.928585912
Condition B,M,22,Left,817.763,0.846131138
Condition B,M,22,Left,1493.594,0.767745321
Condition B,M,22,Left,966.306,0.816632149
Condition B,M,22,Left,628.39,0.913528232
Condition B,M,22,Left,657.555,0.89210898
Condition B,M,22,Left,1156.845,0.838491295
Condition B,M,22,Left,782.377,0.800023156
Condition B,M,22,Left,645.5,0.84291125
Condition B,M,22,Left,1284.39,0.890636742
Condition B,M,22,Left,1414.267,0.855641834
Condition B,M,22,Left,1738.962,0.872965993
Condition B,M,22,Left,2228.142,0.85417658
Condition B,M,22,Left,825.929,0.847551873
Condition B,M,22,Left,1291,0.768926867
Condition B,M,22,Left,1104.738,0.765150648
Condition B,M,22,Left,852.371,0.89268062
Condition B,M,22,Left,1898.392,0.91157488
Condition B,M,22,Left,1222.562,0.949676457
Condition B,M,22,Left,1839.675,0.764528962
Condition B,M,22,Left,1363.716,0.782629175
Condition B,M,22,Left,1992.495,0.876234737
Condition B,M,22,Left,1967.22,0.899207621
Condition B,M,22,Left,999.359,0.657538751
Condition B,M,22,Left,2684.658,0.818375766
Condition B,M,22,Left,2350.242,0.886947949
Condition B,M,22,Left,1119.515,0.908360224
Condition B,M,22,Left,2184.979,0.847138773
Condition B,M,22,Left,1874.672,0.839609161
Condition B,M,22,Left,2265.472,0.913241992
Condition B,M,22,Left,2620.886,0.777528759
Condition B,M,22,Left,1105.127,0.845719314
