Condition,Sex,Subject,Leg,Fibre_Area,Circularity
Condition C,M,26,R,2769.04,0.92022181
Condition C,M,26,R,3375.265,0.840389246
Condition C,M,26,R,1714.075,0.816554731
Condition C,M,26,R,950.363,0.921875571
Condition C,M,26,R,3908.386,0.974976133
Condition C,M,26,R,3210.391,0.891954134
Condition C,M,26,R,1828.787,0.938182003
Condition C,M,26,R,2812.592,0.880245305
Condition C,M,26,R,3323.159,0.919856054
Condition C,M,26,R,1347.773,0.916701421
Condition C,M,26,R,1141.291,0.974605557
Condition C,M,26,R,4061.595,0.933662245
Condition C,M,26,R,2918.36,0.914999358
Condition C,M,26,R,3414.151,0.957549339
Condition C,M,26,R,1394.825,0.865044495
Condition C,M,26,R,2139.872,0.872993104
Condition C,M,26,R,3755.955,0.922468265
Condition C,M,26,R,2910.972,0.935476423
Condition C,M,26,R,3053.293,0.918789986
Condition C,M,26,R,794.432,0.921639216
Condition C,M,26,R,1615.306,0.946034683
Condition C,M,26,R,3096.845,0.828939752
Condition C,M,26,R,3233.333,0.897796196
Condition C,M,26,R,2379.795,0.846846042
Condition C,M,26,R,2341.299,0.923942975
Condition C,M,26,R,3399.374,0.787552299
Condition C,M,26,R,1471.818,0.940334965
Condition C,M,26,R,3544.418,0.92476469
Condition C,M,26,R,1154.901,0.866936681
Condition C,M,26,R,1930.667,0.934266463
Condition C,M,26,R,772.267,0.868704522
Condition C,M,26,R,2412.07,0.951199458
Condition C,M,26,R,2102.153,0.814419981
Condition C,M,26,R,1268.447,0.825008698
Condition C,M,26,R,3539.362,0.881121371
Condition C,M,26,R,3528.863,0.902300922
Condition C,M,26,R,2563.724,0.873835485
Condition C,M,26,R,3449.148,0.941454249
Condition C,M,26,R,911.477,0.894451696
Condition C,M,26,R,636.168,0.875786812
Condition C,M,26,R,1572.92,0.840529812
Condition C,M,26,R,1955.165,0.733503772
Condition C,M,26,R,2443.179,0.905422635
Condition C,M,26,R,1062.353,0.903944553
Condition C,M,26,R,1495.538,0.907605386
Condition C,M,26,R,1637.47,0.92209118
Condition C,M,26,R,3002.353,0.762337237
Condition C,M,26,R,3409.096,0.849039392
Condition C,M,26,R,2160.87,0.963699441
Condition C,M,26,R,1915.891,0.954038882
Condition C,M,26,R,3567.36,0.888573899
Condition C,M,26,R,2153.093,0.689493785
Condition C,M,26,R,1083.74,0.925765116
Condition C,M,26,R,2005.328,0.925043043
Condition C,M,26,R,1754.516,0.940475043
Condition C,M,26,R,1424.378,0.956982792
Condition C,M,26,R,1564.754,0.829219238
Condition C,M,26,R,1640.581,0.834131261
Condition C,M,26,R,2008.827,0.839365753
Condition C,M,26,R,3106.566,0.902456214
Condition C,M,26,R,812.708,0.84574406
Condition C,M,26,R,1359.828,0.778250555
Condition C,M,26,R,1436.043,0.951098342
Condition C,M,26,R,2636.44,0.910168796
Condition C,M,26,R,2797.426,0.959779875
Condition C,M,26,R,2604.165,0.928277672
Condition C,M,26,R,933.253,0.87702168
Condition C,M,26,R,1400.657,0.855044057
Condition C,M,26,R,3175.783,0.902441157
Condition C,M,26,R,2478.176,0.939084215
Condition C,M,26,R,3287.773,0.953180124
Condition C,M,26,R,1071.686,0.950499178
Condition C,M,26,R,1426.322,0.835535132
Condition C,M,26,R,1022.301,0.924413147
Condition C,M,26,R,1199.619,0.822394213
Condition C,M,26,R,1704.742,0.89090983
Condition C,M,26,R,3833.726,0.950692626
Condition C,M,26,R,4028.154,0.927235686
Condition C,M,26,R,2509.673,0.849667713
Condition C,M,26,R,2035.658,0.93655835
Condition C,M,26,R,2262.361,0.901277161
Condition C,M,26,R,1709.02,0.923685509
Condition C,M,26,R,1509.537,0.813019806
Condition C,M,26,R,695.662,0.901178997
Condition C,M,26,R,1488.15,0.709032865
Condition C,M,26,R,3645.131,0.852125356
Condition C,M,26,R,1188.342,0.895857477
Condition C,M,26,R,1389.381,0.870783732
Condition C,M,26,R,926.254,0.841212517
Condition C,M,26,R,2703.712,0.935127176
Condition C,M,26,R,1517.314,0.897937516
Condition C,M,26,R,1459.375,0.879889417
Condition C,M,26,R,1357.494,0.749714945
Condition C,M,26,R,1251.726,0.880091797
Condition C,M,26,R,3223.223,0.924757378
Condition C,M,26,R,838.761,0.773173336
Condition C,M,26,R,1805.845,0.791172571
Condition C,M,26,R,2832.812,0.896757095
Condition C,M,26,R,2233.197,0.91078619
Condition C,M,26,R,1054.187,0.903392819
Condition C,M,26,R,1258.336,0.920590745
Condition C,M,26,R,2792.371,0.895577229
Condition C,M,26,R,2184.979,0.840589238
Condition C,M,26,R,1268.058,0.823262447
Condition C,M,26,R,2317.19,0.863170196
Condition C,M,26,R,2239.03,0.932722269
Condition C,M,26,R,3084.402,0.937283853
Condition C,M,26,R,3582.137,0.871843413
Condition C,M,26,R,890.09,0.929432216
Condition C,M,26,R,2132.872,0.912709989
Condition C,M,26,R,1653.802,0.905885261
Condition C,M,26,R,1310.832,0.907434884
Condition C,M,26,R,1674.023,0.873841212
Condition C,M,26,R,3340.268,0.816147898
Condition C,M,26,R,1065.464,0.792408925
Condition C,M,26,R,1089.184,0.783357926
Condition C,M,26,R,3790.174,0.943166164
Condition C,M,26,R,3109.677,0.902006325
Condition C,M,26,R,1449.653,0.845503699
Condition C,M,26,R,3139.23,0.893966129
Condition C,M,26,R,1652.636,0.779300813
Condition C,M,26,R,1868.062,0.864098502
Condition C,M,26,R,1020.746,0.757320632
Condition C,M,30,L,2149.982,0.957120869
Condition C,M,30,L,663.387,0.941522968
Condition C,M,30,L,857.037,0.839055083
Condition C,M,30,L,1554.644,0.965680311
Condition C,M,30,L,2547.781,0.768047456
Condition C,M,30,L,1319.387,0.877821398
Condition C,M,30,L,1350.106,0.841099856
Condition C,M,30,L,859.371,0.934164746
Condition C,M,30,L,1390.547,0.958445056
Condition C,M,30,L,2189.256,0.883819349
Condition C,M,30,L,2704.101,0.866951642
Condition C,M,30,L,547.897,0.957807908
Condition C,M,30,L,523.399,0.84160007
Condition C,M,30,L,3509.809,0.905506589
Condition C,M,30,L,921.587,0.825355912
Condition C,M,30,L,1715.63,0.923052058
Condition C,M,30,L,2251.084,0.884204236
Condition C,M,30,L,3230.611,0.907118189
Condition C,M,30,L,4108.647,0.861922522
Condition C,M,30,L,2686.602,0.710941899
Condition C,M,30,L,1283.612,0.824164722
Condition C,M,30,L,2992.243,0.858512776
Condition C,M,30,L,1614.917,0.777867103
Condition C,M,30,L,2364.63,0.881081784
Condition C,M,30,L,1803.512,0.90356477
Condition C,M,30,L,3823.227,0.899803192
Condition C,M,30,L,2753.097,0.828390827
Condition C,M,30,L,1172.399,0.925553644
Condition C,M,30,L,2380.962,0.958114549
Condition C,M,30,L,2258.473,0.912041913
Condition C,M,30,L,1980.83,0.890798619
Condition C,M,30,L,3303.327,0.932757985
Condition C,M,30,L,1719.908,0.891324396
Condition C,M,30,L,1773.181,0.938928145
Condition C,M,30,L,1666.246,0.933726993
Condition C,M,30,L,1768.515,0.851767228
Condition C,M,30,L,3127.176,0.897689981
Condition C,M,30,L,1316.665,0.958197813
Condition C,M,30,L,4316.296,0.864839602
Condition C,M,30,L,1859.118,0.769790961
Condition C,M,30,L,1785.235,0.72590437
Condition C,M,30,L,1366.827,0.917699119
Condition C,M,30,L,1748.294,0.924813311
Condition C,M,30,L,3029.573,0.898257364
Condition C,M,30,L,2290.359,0.924457237
Condition C,M,30,L,2401.571,0.891958901
Condition C,M,30,L,969.417,0.766304733
Condition C,M,30,L,4005.6,0.835900244
Condition C,M,30,L,1717.575,0.876073047
Condition C,M,30,L,3981.88,0.906924134
Condition C,M,30,L,4311.629,0.88264603
Condition C,M,30,L,1995.217,0.896421095
Condition C,M,30,L,330.138,0.869840097
Condition C,M,30,L,1469.096,0.916403178
Condition C,M,30,L,2526.783,0.866597844
Condition C,M,30,L,2914.472,0.883255228
Condition C,M,30,L,1041.355,0.910273678
Condition C,M,30,L,1702.409,0.771606664
Condition C,M,30,L,3159.84,0.879794789
Condition C,M,30,L,1347.773,0.913419058
Condition C,M,30,L,1050.299,0.904537283
Condition C,M,30,L,3223.612,0.837069616
Condition C,M,30,L,3208.835,0.868099057
Condition C,M,30,L,3719.014,0.784975126
Condition C,M,30,L,3628.799,0.817861388
Condition C,M,30,L,1457.43,0.872986902
Condition C,M,30,L,2283.748,0.914177541
Condition C,M,30,L,2528.338,0.809512904
Condition C,M,30,L,1146.346,0.906796362
Condition C,M,30,L,1837.731,0.904598593
Condition C,M,30,L,3561.138,0.940336703
Condition C,M,30,L,1719.13,0.813454156
Condition C,M,30,L,881.924,0.67332121
Condition C,M,30,L,3485.7,0.851471907
Condition C,M,30,L,2468.066,0.868321932
Condition C,M,30,L,1527.424,0.889481102
Condition C,M,30,L,3257.442,0.791917626
Condition C,M,30,L,1931.445,0.872123443
Condition C,M,30,L,1322.497,0.911784163
Condition C,M,30,L,839.15,0.811570041
Condition C,M,30,L,1507.981,0.827517715
Condition C,M,30,L,3188.226,0.913171292
Condition C,M,30,L,1331.441,0.935677629
Condition C,M,30,L,1072.463,0.904861463
Condition C,M,30,L,4431.786,0.7870153
Condition C,M,30,L,1990.551,0.625481703
Condition C,M,30,L,1764.626,0.742294581
Condition C,M,30,L,1467.541,0.912768801
Condition C,M,30,L,2271.305,0.719670496
Condition C,M,30,L,2016.993,0.906215562
Condition C,M,30,L,3359.322,0.950433566
Condition C,M,30,L,956.584,0.85289259
Condition C,M,30,L,1828.398,0.914634589
Condition C,M,30,L,2147.649,0.845730734
Condition C,M,30,L,3728.735,0.901751768
Condition C,M,30,L,1939.222,0.788141242
Condition C,M,30,L,1048.743,0.90210654
Condition C,M,30,L,1680.244,0.915406484
Condition C,M,30,L,2023.215,0.964429102
Condition C,M,30,L,814.652,0.847844237
Condition C,M,30,L,2641.106,0.936939056
Condition C,M,30,L,1365.66,0.910475285
Condition C,M,30,L,2131.706,0.814065546
Condition C,M,30,L,1406.49,0.918158804
Condition C,M,30,L,2338.577,0.87877572
Condition C,M,30,L,3028.406,0.908320506
Condition C,M,30,L,1311.609,0.897417755
Condition C,M,30,L,2412.459,0.867967491
Condition C,M,30,L,971.75,0.844450528
Condition C,M,30,L,2153.87,0.831001281
Condition C,M,30,L,1804.289,0.934057959
Condition C,M,30,L,1577.587,0.822462238
Condition C,M,30,L,926.643,0.784128352
Condition C,M,30,L,3091.401,0.953481133
Condition C,M,30,L,2644.606,0.940017803
Condition C,M,30,L,2828.146,0.859024449
Condition C,M,30,L,3119.399,0.845864819
Condition C,M,30,L,2365.797,0.859677296
Condition C,M,30,L,1976.163,0.934342434
Condition C,M,30,L,2171.758,0.835077803
Condition C,M,30,L,2728.599,0.851865443
Condition C,M,30,L,1503.315,0.928267296
Condition C,M,30,L,2091.654,0.920854624
Condition C,M,30,L,1227.617,0.928584653
Condition C,M,30,L,2047.713,0.94467506
Condition C,M,30,L,3105.789,0.883862309
Condition C,M,30,L,2919.138,0.829133496
Condition C,M,30,L,2446.29,0.825464489
Condition C,M,30,L,682.83,0.893551404
Condition C,M,30,L,2357.631,0.895626378
Condition C,M,30,L,953.474,0.771750282
Condition C,M,30,L,2341.299,0.886592511
Condition C,M,30,L,1058.853,0.863519638
Condition C,M,30,L,1037.855,0.780123856
Condition C,M,30,L,1087.629,0.821191697
Condition C,M,30,L,855.093,0.697989419
Condition C,M,30,L,757.879,0.742934673
Condition C,M,30,L,927.42,0.826653131
Condition C,M,30,L,972.916,0.952200174
Condition C,M,30,L,742.325,0.922390244
Condition C,M,30,L,1259.503,0.865197572
Condition C,M,30,L,1340.385,0.931595712
Condition C,M,30,L,1165.789,0.877264688
Condition C,M,30,L,2597.166,0.859819706
Condition C,M,30,L,3100.345,0.920913266
Condition C,M,30,L,1050.299,0.898665229
Condition C,M,30,L,1237.727,0.877519968
Condition C,M,30,L,1476.484,0.793201686
Condition C,M,30,L,1316.665,0.921183354
Condition C,M,30,L,635.779,0.828038093
Condition C,M,30,L,2039.547,0.880608559
Condition C,M,30,L,1143.235,0.934306127
Condition C,M,30,L,2754.263,0.888014727
Condition C,M,30,L,853.927,0.90900513
Condition C,M,30,L,3046.294,0.8607754
Condition C,M,30,L,2562.946,0.910933846
Condition C,M,30,L,1896.448,0.808930301
Condition C,M,30,L,2853.421,0.778457073
Condition C,M,30,L,2607.665,0.834389157
Condition C,M,30,L,1075.574,0.833032869
Condition C,M,30,L,1405.713,0.959410424
Condition C,M,30,L,4047.597,0.945557524
Condition C,M,30,L,2877.919,0.751287796
Condition C,M,30,L,2269.361,0.81130002
Condition C,M,30,L,2491.008,0.813081967
Condition C,M,30,L,3479.09,0.940828038
Condition C,M,30,L,3225.556,0.785402065
Condition C,M,30,L,1329.497,0.887813645
Condition C,M,30,L,1015.302,0.825712913
Condition C,M,30,L,1400.657,0.83990797
Condition C,M,30,L,844.205,0.959349514
Condition C,M,30,L,2489.842,0.865145989
Condition C,M,30,L,1199.23,0.862648278
Condition C,M,30,L,1406.879,0.910246105
Condition C,M,30,L,3018.296,0.801185194
Condition C,M,30,L,999.359,0.885160721
Condition C,M,30,L,1102.794,0.880401722
Condition C,M,30,L,827.484,0.834170381
Condition C,M,30,L,1146.346,0.827760424
Condition C,M,30,L,1526.647,0.873405321
Condition C,M,30,L,753.991,0.732638126
Condition C,M,30,L,2950.635,0.913754951
Condition C,M,30,L,1638.637,0.913004595
Condition C,M,30,L,1814.788,0.930857658
Condition C,M,30,L,3214.279,0.849167161
Condition C,M,30,L,3492.311,0.941413765
Condition C,M,30,L,1650.691,0.824562565
Condition C,M,30,L,1588.863,0.920841106
Condition C,M,30,L,728.326,0.963402284
Condition C,M,30,L,2883.752,0.764698037
Condition C,M,30,L,3121.732,0.795729469
Condition C,M,30,L,2992.243,0.863936918
Condition C,M,30,L,1394.436,0.868472296
Condition C,M,30,L,1506.815,0.827577735
Condition C,M,30,L,765.656,0.940017267
Condition C,M,30,L,654.833,0.858315387
Condition C,M,30,L,1905.392,0.796679416
Condition C,M,30,L,2702.934,0.902862428
Condition C,M,30,L,3572.415,0.894574249
Condition C,M,30,L,763.323,0.937950125
Condition C,M,30,L,2658.605,0.929368504
Condition C,M,30,R,765.268,0.884318201
Condition C,M,30,R,859.371,0.911776663
Condition C,M,30,R,1451.597,0.888405732
Condition C,M,30,R,986.526,0.801317239
Condition C,M,30,R,1673.245,0.946489806
Condition C,M,30,R,1445.765,0.840816944
Condition C,M,30,R,387.3,0.901180314
Condition C,M,30,R,1109.405,0.904541941
Condition C,M,30,R,1637.859,0.897543401
Condition C,M,30,R,1516.536,0.862828512
Condition C,M,30,R,1177.454,0.820440686
Condition C,M,30,R,1715.241,0.807456444
Condition C,M,30,R,796.376,0.896451688
Condition C,M,30,R,1616.083,0.943678745
Condition C,M,30,R,645.111,0.882234093
Condition C,M,30,R,1189.898,0.762608831
Condition C,M,30,R,911.088,0.772207181
Condition C,M,30,R,1392.103,0.830058475
Condition C,M,30,R,1383.937,0.909943674
Condition C,M,30,R,1854.452,0.865483931
Condition C,M,30,R,1492.816,0.850225331
Condition C,M,30,R,1291.389,0.835968283
Condition C,M,30,R,596.893,0.848682869
Condition C,M,30,R,1302.666,0.910600834
Condition C,M,30,R,1688.41,0.927228097
Condition C,M,30,R,1021.134,0.911904393
Condition C,M,30,R,2252.251,0.756464641
Condition C,M,30,R,1352.828,0.866424608
Condition C,M,30,R,1957.887,0.893841456
Condition C,M,30,R,1597.029,0.963831849
Condition C,M,30,R,1056.909,0.896418404
Condition C,M,30,R,784.321,0.815371884
Condition C,M,30,R,568.896,0.944781139
Condition C,M,30,R,1325.997,0.85801422
Condition C,M,30,R,642.778,0.935350162
Condition C,M,30,R,1190.675,0.889111695
Condition C,M,30,R,1000.525,0.900165429
Condition C,M,30,R,1046.41,0.780518158
Condition C,M,30,R,1425.544,0.85918246
Condition C,M,30,R,909.144,0.769143903
Condition C,M,30,R,949.974,0.819559698
Condition C,M,30,R,1695.021,0.914930916
Condition C,M,30,R,1179.01,0.710231159
Condition C,M,30,R,1292.556,0.879183829
Condition C,M,30,R,1034.356,0.851728376
Condition C,M,30,R,728.326,0.966056774
Condition C,M,30,R,899.423,0.919078865
Condition C,M,30,R,1486.594,0.845519993
Condition C,M,30,R,579.006,0.818333678
Condition C,M,30,R,745.047,0.919817569
Condition C,M,30,R,586.394,0.874915641
Condition C,M,30,R,823.207,0.846700962
Condition C,M,30,R,1065.464,0.886779905
Condition C,M,30,R,720.938,0.879768267
Condition C,M,30,R,661.054,0.938990033
Condition C,M,30,R,913.81,0.930354148
Condition C,M,30,R,1423.989,0.858685265
Condition C,M,30,R,1062.353,0.821812219
Condition C,M,30,R,1146.346,0.88868286
Condition C,M,30,R,640.056,0.908892962
Condition C,M,30,R,1422.433,0.899242649
Condition C,M,30,R,472.459,0.7512374
Condition C,M,30,R,802.598,0.744869581
Condition C,M,30,R,2336.632,0.933954705
Condition C,M,30,R,764.49,0.880697617
Condition C,M,30,R,2404.293,0.919398579
Condition C,M,30,R,1028.912,0.879016265
Condition C,M,30,R,1282.445,0.899549384
Condition C,M,30,R,1363.716,0.878319528
Condition C,M,30,R,1180.565,0.750472618
Condition C,M,30,R,1838.509,0.843036581
Condition C,M,30,R,1338.052,0.894426083
Condition C,M,30,R,1630.86,0.879825468
Condition C,M,30,R,1088.406,0.83389911
Condition C,M,30,R,1581.475,0.719903655
Condition C,M,30,R,768.378,0.764665006
Condition C,M,30,R,1007.913,0.687989849
Condition C,M,30,R,1630.86,0.76198641
Condition C,M,30,R,830.206,0.897446227
Condition C,M,30,R,733.381,0.864513594
Condition C,M,30,R,1356.717,0.880594729
Condition C,M,30,R,1663.524,0.810860225
Condition C,M,30,R,643.556,0.903498999
Condition C,M,30,R,826.318,0.886144419
Condition C,M,30,R,1596.252,0.850334099
Condition C,M,30,R,1357.106,0.915933083
Condition C,M,30,R,996.637,0.828672583
Condition C,M,30,R,1236.172,0.823366769
Condition C,M,30,R,481.014,0.883779153
Condition C,M,30,R,1821.399,0.936604817
Condition C,M,30,R,722.105,0.902913141
Condition C,M,30,R,1659.246,0.761959348
Condition C,M,30,R,996.248,0.856157912
Condition C,M,30,R,1387.825,0.798168798
Condition C,M,30,R,1545.312,0.865576745
Condition C,M,30,R,1046.41,0.849002824
Condition C,M,30,R,1718.352,0.852181668
Condition C,M,30,R,703.051,0.829306526
Condition C,M,30,R,993.526,0.875372835
Condition C,M,30,R,1325.997,0.931559211
Condition C,M,30,R,1399.491,0.883497816
Condition C,M,30,R,1931.056,0.898998756
Condition C,M,30,R,593.393,0.937550778
Condition C,M,30,R,1235.005,0.770152307
Condition C,M,30,R,1304.999,0.869032631
Condition C,M,30,R,1960.998,0.929554183
Condition C,M,30,R,1117.959,0.851653459
Condition C,M,30,R,1306.166,0.878524173
Condition C,M,30,R,1527.424,0.802065298
Condition C,M,30,R,1326.775,0.902260099
Condition C,M,30,R,1624.249,0.868230518
Condition C,M,30,R,1159.956,0.828931744
Condition C,M,30,R,2144.149,0.849843176
Condition C,M,30,R,1728.463,0.86562609
Condition C,M,30,R,1466.763,0.847668829
Condition C,M,30,R,843.816,0.886146339
Condition C,M,30,R,1130.014,0.943404503
Condition C,M,30,R,684.386,0.902038012
Condition C,M,30,R,977.583,0.861802037
Condition C,M,30,R,998.192,0.93793435
Condition C,M,30,R,1360.994,0.897947686
Condition C,M,30,R,1213.618,0.924597815
Condition C,M,30,R,901.367,0.910868114
Condition C,M,30,R,1117.182,0.879339827
Condition C,M,30,R,1949.332,0.799398998
Condition C,M,30,R,1797.29,0.899209336
Condition C,M,30,R,1887.504,0.88740894
Condition C,M,30,R,825.929,0.85020816
Condition C,M,30,R,1999.884,0.859367973
Condition C,M,30,R,1918.613,0.901130629
Condition C,M,30,R,1250.559,0.776904574
Condition C,M,30,R,456.127,0.83597
Condition C,M,30,R,1526.258,0.893967469
Condition C,M,30,R,1355.161,0.840174087
Condition C,M,30,R,1698.132,0.913960607
Condition C,M,30,R,1252.892,0.805741558
Condition C,M,30,R,1365.272,0.861284802
Condition C,M,30,R,1437.988,0.88728219
Condition C,M,30,R,883.48,0.932619454
Condition C,M,30,R,1441.098,0.857924392
Condition C,M,30,R,916.143,0.898585799
Condition C,M,30,R,731.826,0.797535461
Condition C,M,30,R,542.842,0.912641711
Condition C,M,30,R,1897.615,0.80087579
Condition C,M,30,R,551.008,0.817977845
Condition C,M,30,R,1222.173,0.797997425
Condition C,M,30,R,654.444,0.825342891
Condition C,M,30,R,902.145,0.879951469
Condition C,M,30,R,2155.426,0.780309987
Condition C,M,30,R,563.063,0.77244335
Condition C,M,30,R,1161.9,0.768739383
Condition A,F,38,L,2211.032,0.829830865
Condition A,F,38,L,1578.753,0.898287127
Condition A,F,38,L,921.199,0.902508048
Condition A,F,38,L,1771.237,0.849414233
Condition A,F,38,L,1701.243,0.913159167
Condition A,F,38,L,1864.562,0.817129104
Condition A,F,38,L,1881.283,0.906988933
Condition A,F,38,L,1595.474,0.934292123
Condition A,F,38,L,1682.189,0.94451456
Condition A,F,38,L,1577.198,0.853255592
Condition A,F,38,L,582.894,0.838884924
Condition A,F,38,L,1664.301,0.886226468
Condition A,F,38,L,1283.223,0.835556638
Condition A,F,38,L,1704.354,0.93794246
Condition A,F,38,L,1670.134,0.853527426
Condition A,F,38,L,1102.405,0.893500673
Condition A,F,38,L,1862.618,0.87155629
Condition A,F,38,L,580.95,0.92280994
Condition A,F,38,L,1165.011,0.877656977
Condition A,F,38,L,407.521,0.954116407
Condition A,F,38,L,858.204,0.826730798
Condition A,F,38,L,748.158,0.883763631
Condition A,F,38,L,1977.33,0.932387483
Condition A,F,38,L,1244.726,0.737451277
Condition A,F,38,L,1418.934,0.872734368
Condition A,F,38,L,1760.738,0.895542439
Condition A,F,38,L,731.048,0.966824284
Condition A,F,38,L,1072.852,0.813246413
Condition A,F,38,L,1299.944,0.942640189
Condition A,F,38,L,1664.69,0.842045062
Condition A,F,38,L,1451.209,0.923489991
Condition A,F,38,L,813.486,0.844631002
Condition A,F,38,L,770.712,0.913804618
Condition A,F,38,L,486.069,0.899799969
Condition A,F,38,L,1044.466,0.839326463
Condition A,F,38,L,989.637,0.838231815
Condition A,F,38,L,1073.241,0.935600398
Condition A,F,38,L,676.22,0.908066794
Condition A,F,38,L,445.24,0.860870774
Condition A,F,38,L,706.939,0.810482621
Condition A,F,38,L,2270.138,0.840619254
Condition A,F,38,L,922.754,0.799185784
Condition A,F,38,L,721.327,0.789324764
Condition A,F,38,L,1459.375,0.924366267
Condition A,F,38,L,714.327,0.916200336
Condition A,F,38,L,1669.745,0.804256529
Condition A,F,38,L,608.559,0.7699883
Condition A,F,38,L,665.332,0.851774902
Condition A,F,38,L,1180.176,0.885498896
Condition A,F,38,L,781.211,0.868872548
Condition A,F,38,L,703.44,0.883465568
Condition A,F,38,L,593.005,0.944548133
Condition A,F,38,L,675.053,0.884836611
Condition A,F,38,L,998.97,0.896746903
Condition A,F,38,L,626.057,0.922078405
Condition A,F,38,L,1073.63,0.848090988
Condition A,F,38,L,1574.476,0.899881905
Condition A,F,38,L,743.103,0.878507734
Condition A,F,38,L,1354.772,0.791350424
Condition A,F,38,L,943.752,0.91027286
Condition A,F,38,L,452.239,0.882441266
Condition A,F,38,L,1329.886,0.931266884
Condition A,F,38,L,349.581,0.783265166
Condition A,F,38,L,761.379,0.839344291
Condition A,F,38,L,378.356,0.948727712
Condition A,F,38,L,1539.868,0.922723213
Condition A,F,38,L,1896.059,0.898606154
Condition A,F,38,L,714.327,0.862733668
Condition A,F,38,L,1228.394,0.872934544
Condition A,F,38,L,1695.799,0.856584789
Condition A,F,38,L,2124.706,0.922268801
Condition A,F,38,L,1745.183,0.78442224
Condition A,F,38,L,913.033,0.852055903
Condition A,F,38,L,1663.524,0.948153186
Condition A,F,38,L,753.991,0.883939212
Condition A,F,38,L,1484.261,0.92376598
Condition A,F,38,L,622.169,0.85572658
Condition A,F,38,L,931.309,0.853506309
Condition A,F,38,L,1963.72,0.83404489
Condition A,F,38,L,1456.653,0.775150953
Condition A,F,38,L,1268.835,0.849545085
Condition A,F,38,L,1299.166,0.83588328
Condition A,F,38,L,976.416,0.842804599
Condition A,F,38,L,1634.36,0.845414833
Condition A,F,38,L,1484.261,0.817307288
Condition A,F,38,L,832.54,0.789255488
Condition A,F,38,L,320.028,0.82108385
Condition A,F,38,L,483.736,0.794869384
Condition A,F,38,L,802.209,0.869728902
Condition A,F,38,L,494.235,0.896456087
Condition A,F,38,L,1415.434,0.767937471
Condition A,F,38,L,1496.705,0.844756579
Condition A,F,38,L,1764.237,0.910422818
Condition A,F,38,L,598.837,0.966461429
Condition A,F,38,L,788.21,0.816011969
Condition A,F,38,L,1395.991,0.908343388
Condition A,F,38,L,1275.835,0.80535394
Condition A,F,38,L,1323.664,0.952388598
Condition A,F,38,L,809.597,0.869819142
Condition A,F,38,L,411.798,0.83988424
Condition A,F,38,L,606.226,0.783840238
Condition A,F,38,L,1417.767,0.736719275
Condition A,F,38,L,1053.021,0.904768042
Condition A,F,38,L,1274.668,0.851634372
Condition A,F,38,L,1522.758,0.858966027
Condition A,F,38,L,2038.38,0.897591899
Condition A,F,38,L,1361.772,0.872389484
Condition A,F,38,L,869.092,0.881443424
Condition A,F,38,L,1507.593,0.868365448
Condition A,F,38,L,1213.618,0.854064416
Condition A,F,38,L,1306.166,0.909936462
Condition A,F,38,L,1306.943,0.718107207
Condition A,F,38,L,1158.789,0.925429155
Condition A,F,38,L,595.338,0.918309861
Condition A,F,38,L,592.227,0.770766622
Condition A,F,38,L,1347.384,0.904711055
Condition A,F,38,L,1167.344,0.851628586
Condition A,F,38,L,523.399,0.812629212
Condition A,F,38,L,777.711,0.902292808
Condition A,F,38,L,526.51,0.809091853
Condition A,F,38,L,1354.772,0.831361809
Condition A,F,38,L,355.025,0.914686784
Condition A,F,38,L,467.404,0.8185027
Condition A,F,38,L,804.542,0.911206626
Condition A,F,38,L,558.008,0.855885289
Condition A,F,38,L,641.612,0.809435674
Condition A,F,38,L,528.066,0.811877961
Condition A,F,38,L,723.66,0.905652326
Condition A,F,38,L,634.612,0.964284058
Condition A,F,38,L,609.725,0.919700467
Condition A,F,38,R,1800.79,0.802480678
Condition A,F,38,R,1191.842,0.85923106
Condition A,F,38,R,1544.534,0.840452349
Condition A,F,38,R,1553.866,0.940165481
Condition A,F,38,R,1219.451,0.865797891
Condition A,F,38,R,1369.549,0.938778127
Condition A,F,38,R,1334.163,0.781537995
Condition A,F,38,R,1210.507,0.884289884
Condition A,F,38,R,1569.421,0.930433535
Condition A,F,38,R,1454.708,0.921200895
Condition A,F,38,R,1322.497,0.872611616
Condition A,F,38,R,1516.536,0.895448077
Condition A,F,38,R,1645.247,0.952134736
Condition A,F,38,R,935.975,0.807402226
Condition A,F,38,R,1610.25,0.90324057
Condition A,F,38,R,1597.418,0.924517953
Condition A,F,38,R,1110.96,0.929556805
Condition A,F,38,R,1352.439,0.84323
Condition A,F,38,R,1054.187,0.792449151
Condition A,F,38,R,1863.784,0.855535613
Condition A,F,38,R,1184.843,0.72642405
Condition A,F,38,R,1345.829,0.747061522
Condition A,F,38,R,1553.866,0.873199126
Condition A,F,38,R,1007.525,0.84034848
Condition A,F,38,R,1903.448,0.854322011
Condition A,F,38,R,1474.151,0.928378809
Condition A,F,38,R,1879.338,0.85059265
Condition A,F,38,R,1563.199,0.828513551
Condition A,F,38,R,1554.644,0.841584027
Condition A,F,38,R,1990.551,0.874220981
Condition A,F,38,R,1183.287,0.858178018
Condition A,F,38,R,1674.023,0.93377746
Condition A,F,38,R,1472.207,0.897145954
Condition A,F,38,R,881.924,0.846110297
Condition A,F,38,R,1487.372,0.849868878
Condition A,F,38,R,1605.584,0.92851298
Condition A,F,38,R,1591.974,0.8078137
